"Use naming convention - ""asset name, date of last update (DD/MM/YY), author"". For ex, ""Brochure- Safety at Facebook, 06/11/19, Dessy""",Asset Name,Date,Author,"For multiple countries, list all and separate by comma. (For ex, Indonesia, Philippines, Singapore.) For regional assets, list ""APAC""",One Pager,Report,Case study,Presentation,Presentation templat,Logo/Brand Guidelines,Brochure,Video,Case Study-Video,Case Study - Written,Case Study - Micro business,Case Study - Small business,Case Study - Women entrepreneur,Narrative/ key messaging,Other (type your response),"For multiple languages and sub-titles, list and all and separate by comma. (For ex, Bahasa Indonesia, English, Mandarin)",SheMeans Business,Boost,We Think Digital,Research,Other (type your response),Economic impact,Social impact,Digital citizenship/ Digital skills,Other (type your response),Internal,External,"Permission given?
",,,,
Happy Field Happy Farm / Nilobon Pramarn,Happy Field Happy Farm / Nilobon Pramarn,28-06-2019,Traon,Thailand,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,English,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,https://drive.google.com/file/d/13-UQFa9Jlgzx73OtsR5ELtW5SOyWSaK0/view?ts=5d396ded,,x,https://drive.google.com/file/d/1VGs3O5qpIHfpHyFC9Sb21RZLHnQjXcsp/view?usp=sharing
Diah Arfianti,Diah Arfianti,,Dessy,Indonesia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,Bahasa Indonesia,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/diah-arfianti/,x,https://shemeansbusiness.fb.com/stories/diah-arfianti/
Choirul Mahpuduah,Choirul Mahpuduah,,Dessy,Indonesia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,Bahasa Indonesia,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/choirul-mahpuduah/,x,https://shemeansbusiness.fb.com/stories/choirul-mahpuduah/
Angkie Yudistia,Angkie Yudistia,,Dessy,Indonesia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Bahasa Indonesia,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/temui-angkie/,x,https://shemeansbusiness.fb.com/stories/temui-angkie/
Aulia ‘Ollie’ Halimatussadiah,Aulia ‘Ollie’ Halimatussadiah,,Dessy,Indonesia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,Bahasa Indonesia,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/temui-ollie/,x,https://shemeansbusiness.fb.com/stories/temui-ollie/
Anggie Rasly,Anggie Rasly,,Dessy,Indonesia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Bahasa Indonesia,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/temui-anggie/,x,https://shemeansbusiness.fb.com/stories/temui-anggie/
Ligwina Hananto,Ligwina Hananto,,Dessy,Indonesia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Bahasa Indonesia,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/temui-ligwina/,x,https://shemeansbusiness.fb.com/stories/temui-ligwina/
Nilamsari Setiono,Nilamsari Setiono,,Dessy,Indonesia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Bahasa Indonesia,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/temui-nilamsari/,x,https://shemeansbusiness.fb.com/stories/temui-nilamsari/
Genevieve Lee,Genevieve Lee,,Geraldine,Singapore,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,English,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/meet-genevieve/,x,https://shemeansbusiness.fb.com/stories/meet-genevieve/
Ashley Lim,Ashley Lim,,Geraldine,Singapore,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,English,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/meet-ashley/,x,https://shemeansbusiness.fb.com/stories/meet-ashley/
Jaime Lee,Jaime Lee,,Geraldine,Singapore,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,English,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/meet-jaime/,x,https://shemeansbusiness.fb.com/stories/meet-jaime/
Rachel Lim,Rachel Lim,,Geraldine,Singapore,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,English,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/meet-rachel/,x,https://shemeansbusiness.fb.com/stories/meet-rachel/
Renyung “Ren” Ho,Renyung “Ren” Ho,,Geraldine,Singapore,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,English,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/meet-renyung/,x,https://shemeansbusiness.fb.com/stories/meet-renyung/
Bella Koh,Bella Koh,,Geraldine,Singapore,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,English,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/meet-bella/,x,https://shemeansbusiness.fb.com/stories/meet-bella/
Sarah Lin,Sarah Lin,,Geraldine,Singapore,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,English,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/meet-sarah/,x,https://shemeansbusiness.fb.com/stories/meet-sarah/
Jane Goh,Jane Goh,,Geraldine,Singapore,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,English,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/meet-jane-3/,x,https://shemeansbusiness.fb.com/stories/meet-jane-3/
Vinisha Khemani Kanjilal,Vinisha Khemani Kanjilal,,Geraldine,Singapore,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,English,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/meet-vinisha/,x,https://shemeansbusiness.fb.com/stories/meet-vinisha/
Therese Kerr,Therese Kerr,,Alisha,Australia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,English,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/meet-therese/,x,https://shemeansbusiness.fb.com/stories/meet-therese/
Taryn Williams,Taryn Williams,,Alisha,Australia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,English,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/meet-taryn/,x,https://shemeansbusiness.fb.com/stories/meet-taryn/
Fiona Boyd,Fiona Boyd,,Alisha,Australia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,English,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/meet-fiona/,x,https://shemeansbusiness.fb.com/stories/meet-fiona/
Lauren Yates,Lauren Yates,,Alisha,Australia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,English,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/meet-lauren-yates/,x,https://shemeansbusiness.fb.com/stories/meet-lauren-yates/
Mid Freedman,Mid Freedman,,Alisha,Australia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,English,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/meet-mia/,x,https://shemeansbusiness.fb.com/stories/meet-mia/
Sonia McDonald,Sonia McDonald,,Alisha,Australia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,English,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/meet-sonia/,x,https://shemeansbusiness.fb.com/stories/meet-sonia/
"Erika, Bree & Jess","Erika, Bree & Jess",,Alisha,Australia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,English,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/meet-erika-bree-jess/,x,https://shemeansbusiness.fb.com/stories/meet-erika-bree-jess/
Jennifer Nini,Jennifer Nini,,Alisha,Australia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,English,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/meet-jennifer/,x,https://shemeansbusiness.fb.com/stories/meet-jennifer/
Lauren Fried,Lauren Fried,,Alisha,Australia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,English,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/meet-lauren/,x,https://shemeansbusiness.fb.com/stories/meet-lauren/
Jane Cay,Jane Cay,,Alisha,Australia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,English,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/meet-jane/,x,https://shemeansbusiness.fb.com/stories/meet-jane/
Anna Oposa,Anna Oposa,,Chris,Philippines,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,English,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/meet-anna/,x,https://shemeansbusiness.fb.com/stories/meet-anna/
Celine & Jenny,Celine & Jenny,,Chris,Philippines,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,English,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/meet-celine-jenny/,x,https://shemeansbusiness.fb.com/stories/meet-celine-jenny/
Francesca Zimmer-Santos,Francesca Zimmer-Santos,,Chris,Philippines,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,English,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/meet-francesca/,x,https://shemeansbusiness.fb.com/stories/meet-francesca/
Danella Yujuico Yaptinchay,Danella Yujuico Yaptinchay,,Chris,Philippines,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,English,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/meet-danella/,x,https://shemeansbusiness.fb.com/stories/meet-danella/
Zerline Chan,Zerline Chan,,Chris,Philippines,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,English,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/meet-zerline/,x,https://shemeansbusiness.fb.com/stories/meet-zerline/
Chow Paredes,Chow Paredes,,Chris,Philippines,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,English,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/meet-chow/,x,https://shemeansbusiness.fb.com/stories/meet-chow/
First Code Academy (Michelle Sun),First Code Academy (Michelle Sun),,Charis,Hong Kong,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,Cantonese,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%e8%aa%8d%e8%ad%98%e8%be%9b%e5%a9%a5%e7%90%b3/,x,https://shemeansbusiness.fb.com/stories/%e8%aa%8d%e8%ad%98%e8%be%9b%e5%a9%a5%e7%90%b3/
Sam The Local,Sam The Local,,Charis,Hong Kong,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Traditional Chinese,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%e5%bf%ab%e4%be%86%e8%aa%8d%e8%ad%98%e6%9f%b3%e5%8f%af%e6%ac%a3/,x,https://shemeansbusiness.fb.com/stories/%e5%bf%ab%e4%be%86%e8%aa%8d%e8%ad%98%e6%9f%b3%e5%8f%af%e6%ac%a3/
Ysoo Yip,Ysoo Yip,,Charis,Hong Kong,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Traditional Chinese,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%e8%aa%8d%e8%ad%98ysoo/,x,https://shemeansbusiness.fb.com/stories/%e8%aa%8d%e8%ad%98ysoo/
Carmen Chan Jewellery,Carmen Chan Jewellery,,Charis,Hong Kong,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Traditional Chinese,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%e8%aa%8d%e8%ad%98%e9%99%b3%e5%98%89%e6%96%87/,x,https://shemeansbusiness.fb.com/stories/%e8%aa%8d%e8%ad%98%e9%99%b3%e5%98%89%e6%96%87/
Shopline,Shopline,,Charis,Hong Kong,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Traditional Chinese,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%e8%aa%8d%e8%ad%98%e5%8a%89%e7%85%a6%e6%80%a1/,x,https://shemeansbusiness.fb.com/stories/%e8%aa%8d%e8%ad%98%e5%8a%89%e7%85%a6%e6%80%a1/
Ann's,Ann's,,Charis,Taiwan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Traditional Chinese,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%e5%bf%ab%e4%be%86%e8%aa%8d%e8%ad%98%e5%ae%89%e6%81%86%e7%92%87/,x,https://shemeansbusiness.fb.com/stories/%e5%bf%ab%e4%be%86%e8%aa%8d%e8%ad%98%e5%ae%89%e6%81%86%e7%92%87/
Wonderful Food Club,Wonderful Food Club,,Charis,Taiwan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Traditional Chinese,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%e5%bf%ab%e4%be%86%e8%aa%8d%e8%ad%98%e9%99%b3%e7%be%8e%e5%a8%9f/,x,https://shemeansbusiness.fb.com/stories/%e5%bf%ab%e4%be%86%e8%aa%8d%e8%ad%98%e9%99%b3%e7%be%8e%e5%a8%9f/
aLOVIN,aLOVIN,,Charis,Taiwan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Traditional Chinese,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%e5%bf%ab%e4%be%86%e8%aa%8d%e8%ad%98%e7%8e%8b%e6%83%a0%e7%8e%b2/,x,https://shemeansbusiness.fb.com/stories/%e5%bf%ab%e4%be%86%e8%aa%8d%e8%ad%98%e7%8e%8b%e6%83%a0%e7%8e%b2/
Mami Love,Mami Love,,Charis,Taiwan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Traditional Chinese,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%e8%aa%8d%e8%ad%98%e5%bc%b5%e7%91%9c%e7%8f%8a/,x,https://shemeansbusiness.fb.com/stories/%e8%aa%8d%e8%ad%98%e5%bc%b5%e7%91%9c%e7%8f%8a/
HANOLI olive oil,HANOLI olive oil,14-02-2019,Ruici,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Vietnamese,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,https://www.dropbox.com/s/f44kv2ro91naini/HANOLI%20Final%201801.mp4?dl=0,,x,https://drive.google.com/file/d/1SMFd9-dit-3kPojaVBNYLLm_-Kt3faF1/view?usp=sharing
BioBee mart (Mr. Ha Manh Long ),BioBee mart (Mr. Ha Manh Long ),16-09-2019,Ruici,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Vietnamese,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,https://www.dropbox.com/s/7fvnm0ndpntnxkj/BIOBEE-BAVIFARM%20-%20English%20sub.mp4?dl=0,,x,https://drive.google.com/file/d/1KNKlSU6CRsIRluNaup_LM0_vVYt2YoHs/view?usp=sharing
BeNEW uniform (Ms. Nguyen Hai Yen),BeNEW uniform (Ms. Nguyen Hai Yen),14-02-2019,Ruici,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Vietnamese,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,https://www.dropbox.com/s/mevavh7v5mkd81u/BENEW.mp4?dl=0,,x,https://drive.google.com/file/d/1z7xuh5k8V1FRepTObBisDuJ8ACswGIe-/view?usp=sharing
Collaborative Arts and Architecture Library (Ms. Nguyen Huyen Chau),Collaborative Arts and Architecture Library (Ms. Nguyen Huyen Chau),,Ruici,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Vietnamese,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,https://www.dropbox.com/s/wfq6dzi7k7srqz9/Wecreate%20Final%201601.mp4?dl=0,,,
WeCreate Vietnam (Ms. Ngo Thi Hoai),WeCreate Vietnam (Ms. Ngo Thi Hoai),14-02-2019,Ruici,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Vietnamese,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,https://www.dropbox.com/s/wfq6dzi7k7srqz9/Wecreate%20Final%201601.mp4?dl=0,,x,https://drive.google.com/file/d/1_EvOcBjCSmW4ZFkFvk0w0UfOPGayDiVt/view?usp=sharing
Triip.me (Lam Thuy Ha),Triip.me (Lam Thuy Ha),21-03-2019,Ruici,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Vietnamese,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,https://www.dropbox.com/s/3hcbs6yjfaayr4v/CLIP%20LAM%20THI%20THUY%20HA%2021-3.mp4?dl=0,,x,https://drive.google.com/file/d/1Zmpf06Xr0gylsbxw_MxSDqOW7HzLkGGM/view?usp=sharing
Bo Cat Vang Travel (Ms. Nguyen Thi Nhuan),Bo Cat Vang Travel (Ms. Nguyen Thi Nhuan),24-11-2018,Ruici,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Vietnamese,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,https://www.dropbox.com/s/2cdktlhgopyc3yc/bo%20cat%20vang.mp4?dl=0,,x,https://drive.google.com/file/d/1TlrSD7mHy7ht0xGGWTlvdsuOQj0FOfO1/view?usp=sharing
TrueJuice (Ms Tran Thanh Huyen),TrueJuice (Ms Tran Thanh Huyen),11-02-2019,Ruici,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Vietnamese,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,https://www.dropbox.com/s/7x190m51ak6cyxg/TRAN%20THANH%20HUYEN%2011_02_19.mp4?dl=0,,x,https://drive.google.com/file/d/13dPRanbhouM7vCnMR9mf4qYU4vHUrurF/view?usp=sharing
Nhat Ha Organic Food,Nhat Ha Organic Food,16-01-2019,Ruici,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Vietnamese,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,https://www.dropbox.com/s/eouzmif4pqo77nt/VCCI-Nhatha-Final%201601.mp4?dl=0,,x,https://drive.google.com/file/d/10M9xQbfdaDJzmg64NZ-ymoupirkaPpcx/view?usp=sharing
Le Thi Ha Giang,Le Thi Ha Giang,22-11-2018,Ruici,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Vietnamese,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,https://www.dropbox.com/s/jgiecehbrjie546/Vietnam_Youth%20leader%20story.mp4?dl=0,,x,https://drive.google.com/file/d/1nd8YIRkuiFc5I-glJwmL_oFG5hg8x0I_/view?usp=sharing
Le Dinh Tu,Le Dinh Tu,,Ruici,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Vietnamese,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,https://www.dropbox.com/s/jgiecehbrjie546/Vietnam_Youth%20leader%20story.mp4?dl=0,,,
Le Thi Hanh Ngan,Le Thi Hanh Ngan,22-11-2018,Ruici,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Vietnamese,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,https://www.dropbox.com/s/jgiecehbrjie546/Vietnam_Youth%20leader%20story.mp4?dl=0,,x,https://drive.google.com/file/d/1nd8YIRkuiFc5I-glJwmL_oFG5hg8x0I_/view?usp=sharing
Ph_m Th_ H_i L_,Ph_m Th_ H_i L_,,Ruici,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,Vietnamese,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/gioi-thieu-pham-thi-hai-ly/,x,https://shemeansbusiness.fb.com/stories/gioi-thieu-pham-thi-hai-ly/
